hotel_id,name,location,coordinates,star_rating,review_score,review_count,property_type,distance_to_center,distance_to_airport,chain_brand,amenities,sustainability_rating,city,country
H00520,Medina-Navarro Manor,"Mumbai, India","[19.11459, 72.844341]",4.0,8.8,1186,Hotel,6.1,37.0,Independent,"Laundry,Gym,WiFi,Air Conditioning,Restaurant,Concierge,Bar,Pet Friendly,Room Service,Airport Shuttle,Spa",3.7,Mumbai,India
H00521,Barcelona Park Manor,"Barcelona, Spain","[41.312753, 2.17044]",4.0,8.5,5000,Hotel,2.0,33.1,Best Western,"Gym,Spa,Kitchen,Pool,Balcony,Bar,Breakfast,Business Center,Laundry,Parking,Airport Shuttle,WiFi,Conference Rooms,Beach Access",4.2,Barcelona,Spain
H00522,Hurst Freeman and Nelson Resort,"Berlin, Germany","[52.526431, 13.436866]",4.0,10.0,813,Hotel,7.4,11.3,Courtyard,"Kitchen,Pool,Bar,Conference Rooms,Beach Access,Balcony,Business Center,Air Conditioning,Concierge,Gym,Breakfast",2.3,Berlin,Germany
H00523,Johnson-Rogers House,"Tokyo, Japan","[35.786977, 139.678137]",5.0,9.5,706,Hotel,2.9,39.8,Radisson,"Airport Shuttle,Pool,Restaurant,Air Conditioning,Conference Rooms,Pet Friendly,Bar,Room Service,Kitchen,Laundry,Parking,Beach Access,Concierge,Spa,Breakfast",1.9,Tokyo,Japan
H00524,Garden Istanbul Suites,"Istanbul, Turkey","[40.994039, 29.014321]",3.0,8.3,1115,Hotel,12.5,-1.2,InterContinental,"Laundry,Pool,Room Service,Restaurant,Breakfast,Spa,Gym,WiFi,Business Center,Balcony",3.7,Istanbul,Turkey
H00525,Miami Plaza Resort,"Miami, USA","[25.71552, -80.181653]",3.0,7.8,1137,Apartment,3.4,33.6,Sheraton,"Pool,Laundry,Pet Friendly,Air Conditioning,Breakfast,Business Center,Beach Access,Kitchen,Gym,Concierge",1.3,Miami,USA
H00526,Garden Bangkok Manor,"Bangkok, Thailand","[13.768866, 100.575352]",3.0,8.1,1038,Hotel,1.6,17.6,InterContinental,"Conference Rooms,Breakfast,Room Service,WiFi,Bar,Kitchen,Pool",1.9,Bangkok,Thailand
H00527,Prague Central Resort,"Prague, Czech Republic","[50.011929, 14.375435]",2.0,7.5,104,Apartment,2.9,26.3,Marriott,"WiFi,Parking,Spa,24h Front Desk,Pet Friendly,Breakfast",2.2,Prague,Czech Republic
H00528,New York Premier Manor,"New York, USA","[40.689343, -73.972687]",3.0,8.7,460,Apartment,2.0,30.9,W Hotels,"Laundry,Air Conditioning,Beach Access,Conference Rooms,WiFi,Bar,Breakfast,Airport Shuttle",4.6,New York,USA
H00529,Park Berlin Hotel,"Berlin, Germany","[52.544504, 13.432383]",5.0,10.0,2847,Hotel,9.1,48.9,Marriott,"Room Service,Pool,Parking,Airport Shuttle,Breakfast,Pet Friendly,Air Conditioning,Conference Rooms,Kitchen,Beach Access,Concierge,Balcony,Restaurant",3.6,Berlin,Germany
H00530,Crown Rome Resort,"Rome, Italy","[41.962013, 12.532541]",2.0,7.7,657,Hotel,0.2,46.1,InterContinental,"Bar,24h Front Desk,Breakfast",3.7,Rome,Italy
H00531,Yates Ramsey and Pittman Suites,"Vienna, Austria","[48.203794, 16.453225]",4.0,9.4,227,Hostel,2.8,17.1,Courtyard,"Air Conditioning,Concierge,Parking,Restaurant,Pet Friendly,Airport Shuttle,Pool,Bar,Conference Rooms,Spa",3.5,Vienna,Austria
H00532,Hooper PLC Lodge,"Mumbai, India","[19.0777, 72.903644]",3.0,8.6,3474,Apartment,0.4,26.3,Sheraton,"Beach Access,Concierge,Gym",3.2,Mumbai,India
H00533,Meadows PLC Manor,"Sydney, Australia","[-33.877056, 151.167974]",4.0,9.5,165,Resort,0.3,10.0,Ritz-Carlton,"Concierge,Gym,Pool,Balcony,Airport Shuttle,Business Center,Air Conditioning,Spa,Beach Access,Pet Friendly,Breakfast",4.2,Sydney,Australia
H00534,Alvarado Miller and Patterson Lodge,"New York, USA","[40.776847, -74.0695]",3.0,8.7,1125,Hotel,1.7,35.2,Ibis,"Parking,Laundry,Concierge,Gym,Air Conditioning,Restaurant,Balcony,Kitchen,Airport Shuttle",1.6,New York,USA
H00535,White-Green Inn,"Vienna, Austria","[48.187988, 16.387073]",4.0,9.9,3301,Hotel,9.0,1.8,Best Western,"Breakfast,Pool,Kitchen,Gym,Beach Access,Conference Rooms,Air Conditioning,Laundry,Room Service,Pet Friendly,Concierge,Business Center",4.4,Vienna,Austria
H00536,Park Barcelona Manor,"Barcelona, Spain","[41.424231, 2.118636]",4.0,7.6,2251,Hotel,2.0,36.7,Hampton Inn,"Breakfast,Gym,Balcony,WiFi,Spa,Pet Friendly,Airport Shuttle,Business Center,Beach Access,Laundry,Room Service",3.3,Barcelona,Spain
H00537,Imperial Prague Hotel,"Prague, Czech Republic","[50.072155, 14.510533]",3.0,8.0,245,Villa,1.1,23.5,Independent,"Breakfast,Laundry,Beach Access,Conference Rooms,Airport Shuttle,Kitchen,Concierge,24h Front Desk",2.2,Prague,Czech Republic
H00538,Royal Barcelona Hotel,"Barcelona, Spain","[41.3219, 2.197709]",2.0,6.6,481,B&B,1.4,4.6,Sheraton,"Spa,Concierge,Kitchen,WiFi",2.0,Barcelona,Spain
H00539,Lewis-Murphy House,"Miami, USA","[25.840828, -80.204678]",3.0,8.7,19,Hotel,4.5,32.6,Hampton Inn,"Laundry,24h Front Desk,Air Conditioning,Parking,Pet Friendly,Kitchen,Airport Shuttle",1.8,Miami,USA
H00540,Crown New York Resort,"New York, USA","[40.617097, -73.990633]",4.0,9.1,521,Villa,0.4,36.6,Renaissance,"Restaurant,Beach Access,WiFi,Room Service,Spa,Concierge,Kitchen,Pet Friendly,Air Conditioning,Laundry",1.7,New York,USA
H00541,Sydney Garden Suites,"Sydney, Australia","[-33.834789, 151.199358]",4.0,8.3,1454,Resort,13.6,33.7,Marriott,"Kitchen,Room Service,Gym,Parking,Laundry,Beach Access,Business Center,Breakfast,WiFi,Pool,Air Conditioning,Balcony",1.2,Sydney,Australia
H00542,Crown Los Angeles House,"Los Angeles, USA","[33.992883, -118.214307]",3.0,8.7,641,Hotel,1.4,20.4,Ibis,"Breakfast,Business Center,Room Service,Parking,24h Front Desk,WiFi,Bar",4.0,Los Angeles,USA
H00543,Ramirez-Bean Suites,"Sydney, Australia","[-33.878724, 151.165205]",4.0,9.3,1942,Hotel,1.3,19.4,W Hotels,"Air Conditioning,Breakfast,Kitchen,Parking,Pool,Business Center,Room Service,Laundry,Conference Rooms,Balcony,Airport Shuttle,24h Front Desk,Spa",3.0,Sydney,Australia
H00544,Prague Imperial Inn,"Prague, Czech Republic","[50.099468, 14.464351]",4.0,9.3,1040,Hotel,0.6,25.6,Westin,"Kitchen,Gym,Conference Rooms,Concierge,Air Conditioning,Pool,Business Center,Parking,Airport Shuttle,Bar",1.1,Prague,Czech Republic
H00545,King-Miller Suites,"Miami, USA","[25.72784, -80.171022]",4.0,9.1,430,Hotel,1.4,24.2,Ibis,"Pet Friendly,Laundry,Business Center,Balcony,Kitchen,Parking,Airport Shuttle,Bar,Breakfast,Concierge,Air Conditioning,Gym",2.6,Miami,USA
H00546,Dubai Palace Resort,"Dubai, UAE","[25.120567, 55.278147]",5.0,9.7,84,Hotel,2.5,37.6,St. Regis,"Air Conditioning,Bar,Room Service,Parking,Gym,Airport Shuttle,Business Center,Beach Access,24h Front Desk,Spa,Pet Friendly,Concierge,Pool,Kitchen,Laundry",1.7,Dubai,UAE
H00547,Royal Paris Inn,"Paris, France","[48.900033, 2.268033]",3.0,8.2,3159,Hotel,4.9,18.2,Ibis,"WiFi,Pet Friendly,Conference Rooms,Breakfast,Bar,Gym,Concierge,Kitchen",1.5,Paris,France
H00548,Curry Lodge,"Tokyo, Japan","[35.724591, 139.699989]",3.0,9.1,1374,Hotel,0.8,28.9,Courtyard,"Beach Access,Business Center,Spa,Breakfast,Air Conditioning,Restaurant,Bar,24h Front Desk,Concierge",4.4,Tokyo,Japan
H00549,Walker-Jones Lodge,"Berlin, Germany","[52.530051, 13.383864]",3.0,8.8,945,Hotel,8.9,16.8,InterContinental,"Balcony,Spa,Pool,Laundry,Beach Access,Concierge,24h Front Desk,Kitchen",2.6,Berlin,Germany
H00550,Plaza Istanbul Manor,"Istanbul, Turkey","[40.947236, 28.925189]",2.0,7.6,307,Apartment,0.5,18.4,Accor,"Pool,Balcony,Spa,Bar,Kitchen,Concierge,Air Conditioning,Breakfast",2.5,Istanbul,Turkey
H00551,Williams Johnson and Wright Hotel,"Bangkok, Thailand","[13.775348, 100.479553]",3.0,7.9,411,Hotel,3.0,19.8,Renaissance,"Air Conditioning,Spa,Restaurant,Pet Friendly,Airport Shuttle,Concierge,Gym,Pool,Breakfast,Business Center",3.3,Bangkok,Thailand
H00552,Park Miami Suites,"Miami, USA","[25.827964, -80.255396]",5.0,10.0,713,Resort,6.0,35.0,Ibis,"Airport Shuttle,Parking,Balcony,Bar,Gym,Restaurant,Kitchen,Pet Friendly,Room Service,Concierge,Spa,Air Conditioning,24h Front Desk,Business Center,Pool",4.6,Miami,USA
H00553,Grand Los Angeles Manor,"Los Angeles, USA","[34.057096, -118.288651]",5.0,10.0,1399,Hotel,4.8,20.5,Radisson,"Balcony,Pet Friendly,WiFi,Laundry,Restaurant,24h Front Desk,Kitchen,Breakfast,Conference Rooms,Pool,Airport Shuttle,Bar,Beach Access,Spa,Parking,Room Service",2.9,Los Angeles,USA
H00554,Mumbai Central Hotel,"Mumbai, India","[19.087928, 72.932527]",3.0,7.3,869,Hotel,0.4,29.7,Courtyard,"Pool,Balcony,Parking,Concierge,24h Front Desk,Laundry,Airport Shuttle,Pet Friendly,Conference Rooms,Restaurant",4.4,Mumbai,India
H00555,Howell and Sons Suites,"Bangkok, Thailand","[13.775758, 100.501835]",3.0,8.3,915,Hotel,7.9,25.8,Best Western,"Beach Access,Restaurant,24h Front Desk,Laundry,Room Service,Balcony,Conference Rooms",3.4,Bangkok,Thailand
H00556,Royal Singapore Lodge,"Singapore, Singapore","[1.315691, 103.782811]",4.0,8.5,2227,Hotel,4.3,20.4,St. Regis,"Room Service,Parking,Gym,Pool,Airport Shuttle,Beach Access,Pet Friendly,Concierge,24h Front Desk,Kitchen,Conference Rooms,Breakfast",3.9,Singapore,Singapore
H00557,Vienna Plaza Manor,"Vienna, Austria","[48.261139, 16.383707]",3.0,8.6,541,Hotel,1.5,23.8,Ibis,"Balcony,Airport Shuttle,Bar,WiFi,Beach Access,Laundry,24h Front Desk,Conference Rooms",4.5,Vienna,Austria
H00558,Bangkok Premier Lodge,"Bangkok, Thailand","[13.771752, 100.469016]",5.0,9.9,1934,Hotel,2.0,18.1,Radisson,"Spa,Pool,Pet Friendly,Conference Rooms,Kitchen,Breakfast,WiFi,24h Front Desk,Airport Shuttle,Laundry,Business Center,Restaurant,Concierge,Beach Access,Gym,Air Conditioning,Balcony",4.1,Bangkok,Thailand
H00559,Singapore Central Suites,"Singapore, Singapore","[1.248485, 103.772204]",3.0,8.6,1488,Hotel,2.2,13.0,InterContinental,"Balcony,Business Center,Spa,Airport Shuttle",2.1,Singapore,Singapore
H00560,Berlin Plaza Lodge,"Berlin, Germany","[52.564354, 13.433242]",5.0,10.0,1564,Hotel,2.4,21.6,Four Seasons,"Concierge,Beach Access,Gym,Kitchen,Pool,Room Service,Balcony,Business Center,Spa,24h Front Desk,Air Conditioning,Bar,Laundry,Restaurant,Airport Shuttle",2.4,Berlin,Germany
H00561,Wells Lodge,"Sydney, Australia","[-33.912673, 151.089073]",2.0,7.8,426,Hotel,4.1,20.8,Ritz-Carlton,"Laundry,Air Conditioning,Concierge,Bar,Restaurant,Conference Rooms,Gym,Business Center,Pet Friendly",2.8,Sydney,Australia
H00562,Tokyo Royal Inn,"Tokyo, Japan","[35.653529, 139.686941]",3.0,7.8,947,Hotel,1.0,37.3,W Hotels,"Room Service,Laundry,Air Conditioning,Pool,Bar,Conference Rooms,Kitchen,Balcony",4.9,Tokyo,Japan
H00563,Silver Vienna Suites,"Vienna, Austria","[48.180428, 16.374893]",4.0,9.6,4146,Hotel,1.8,26.6,Hilton,"Pool,Balcony,Restaurant,Spa,Pet Friendly,Kitchen,Bar,Laundry,24h Front Desk,Business Center,WiFi,Gym",1.3,Vienna,Austria
H00564,Grand Vienna Suites,"Vienna, Austria","[48.228107, 16.364504]",4.0,8.4,729,Hotel,2.1,35.5,Four Seasons,"Parking,Room Service,Bar,Air Conditioning,WiFi,Pool,Conference Rooms,Kitchen",4.3,Vienna,Austria
H00565,Gould Marshall and Scott Resort,"Mumbai, India","[19.101424, 72.868264]",4.0,9.3,906,Hotel,0.8,46.9,Holiday Inn,"Parking,Breakfast,Laundry,Airport Shuttle,24h Front Desk,Business Center,Concierge,Pet Friendly,Beach Access,Gym,Balcony,Conference Rooms,Kitchen",3.2,Mumbai,India
H00566,Jackson-Lawson Manor,"New York, USA","[40.678464, -73.981045]",4.0,8.4,110,Resort,14.0,19.8,Hampton Inn,"Beach Access,Concierge,24h Front Desk,Business Center,Kitchen,Bar,Conference Rooms,WiFi,Airport Shuttle,Balcony,Restaurant,Pool,Gym,Laundry,Air Conditioning",2.1,New York,USA
H00567,Istanbul Palace Resort,"Istanbul, Turkey","[40.97499, 28.883086]",4.0,9.4,2568,Hotel,6.2,12.8,W Hotels,"Spa,Kitchen,Gym,Room Service,Pool,Parking,Conference Rooms,Beach Access,Business Center,Concierge,WiFi,Air Conditioning,Breakfast",3.0,Istanbul,Turkey
H00568,Golden Los Angeles Inn,"Los Angeles, USA","[33.996123, -118.250626]",5.0,9.8,2912,Hotel,1.5,20.6,Novotel,"Gym,Kitchen,Airport Shuttle,24h Front Desk,Pool,Business Center,Concierge,WiFi,Bar,Room Service,Beach Access,Breakfast",4.7,Los Angeles,USA
H00569,Higgins Strickland and Martin Hotel,"Barcelona, Spain","[41.400422, 2.17356]",4.0,8.9,365,Hotel,0.5,31.1,Independent,"Gym,Spa,Breakfast,Bar,Parking,Beach Access,Laundry,Restaurant,Pool,Concierge,24h Front Desk",3.9,Barcelona,Spain
H00570,Rodriguez-Johnson Hotel,"Prague, Czech Republic","[49.997731, 14.439864]",5.0,10.0,2235,Hotel,0.4,45.5,Courtyard,"Bar,WiFi,Pool,Parking,24h Front Desk,Kitchen,Beach Access,Gym,Room Service,Concierge,Restaurant,Pet Friendly,Laundry,Breakfast,Business Center,Airport Shuttle,Balcony,Spa",3.1,Prague,Czech Republic
H00571,Grand Paris Inn,"Paris, France","[48.860922, 2.330995]",3.0,8.6,595,Hotel,2.4,6.8,St. Regis,"Airport Shuttle,Laundry,Kitchen,Concierge,Gym,Business Center,WiFi,Room Service,Beach Access",4.6,Paris,France
H00572,Mumbai Crown Lodge,"Mumbai, India","[19.040711, 72.808102]",3.0,9.3,37,Resort,8.9,16.7,Westin,"Spa,Business Center,Kitchen,Restaurant,Parking,Air Conditioning",2.1,Mumbai,India
H00573,Johnston-Odonnell Suites,"Berlin, Germany","[52.52288, 13.371407]",5.0,10.0,2605,Resort,10.4,29.0,Best Western,"Pet Friendly,Kitchen,Bar,Business Center,Concierge,Laundry,Conference Rooms,Balcony,WiFi,Beach Access,24h Front Desk,Restaurant,Gym,Airport Shuttle,Room Service,Spa,Parking",3.1,Berlin,Germany
H00574,Sanders-Espinoza Inn,"Rome, Italy","[41.912883, 12.442716]",3.0,8.4,807,Hotel,0.7,21.7,Ibis,"Breakfast,Balcony,Parking,Pool,Bar,Pet Friendly,Conference Rooms,Kitchen,Beach Access,Restaurant,Laundry,Room Service,24h Front Desk",3.0,Rome,Italy
H00575,Grand Rome Lodge,"Rome, Italy","[41.841119, 12.401474]",5.0,10.0,532,Hotel,0.7,22.4,Four Seasons,"Beach Access,Balcony,Airport Shuttle,Kitchen,Conference Rooms,24h Front Desk,Pet Friendly,Business Center,Restaurant,Spa,Bar,Parking,Breakfast,Laundry,Concierge,Gym,WiFi,Air Conditioning",1.9,Rome,Italy
H00576,Vargas Ltd Suites,"London, UK","[51.503918, -0.141486]",4.0,9.2,106,Villa,5.8,31.7,InterContinental,"WiFi,Bar,Concierge,Air Conditioning,24h Front Desk,Conference Rooms,Pool,Balcony,Airport Shuttle,Pet Friendly,Kitchen,Laundry,Beach Access",3.7,London,UK
H00577,Dubai Palace Manor,"Dubai, UAE","[25.230825, 55.292105]",2.0,7.6,159,Apartment,3.9,18.1,Marriott,"24h Front Desk,Pet Friendly,Beach Access,Bar,WiFi,Pool,Business Center,Balcony",4.2,Dubai,UAE
H00578,Garcia Lodge,"Barcelona, Spain","[41.352148, 2.225094]",3.0,8.2,727,Hostel,1.8,13.2,Westin,"Pet Friendly,Room Service,Gym,Parking,Business Center,Spa,Air Conditioning,Bar,WiFi,Restaurant",3.4,Barcelona,Spain
H00579,Premier London Lodge,"London, UK","[51.505438, -0.215539]",3.0,8.5,628,Hotel,1.8,27.7,Independent,"Room Service,24h Front Desk,Spa,Conference Rooms,Air Conditioning,Gym,Balcony",3.3,London,UK
H00580,Silver Mumbai House,"Mumbai, India","[18.972268, 72.91743]",2.0,8.1,273,Hotel,0.5,19.5,Renaissance,"Bar,Gym,Restaurant,Breakfast",2.4,Mumbai,India
H00581,Burke Martinez and Riggs House,"Bangkok, Thailand","[13.653278, 100.556348]",4.0,10.0,10,Hotel,6.4,27.2,Holiday Inn,"Conference Rooms,Room Service,WiFi,Beach Access,Laundry,Kitchen,Breakfast,Airport Shuttle",4.7,Bangkok,Thailand
H00582,Sydney Plaza Suites,"Sydney, Australia","[-33.891116, 151.261322]",3.0,7.4,1921,Hotel,1.9,18.8,St. Regis,"Concierge,Conference Rooms,Spa,Balcony,Laundry,Business Center,Bar,Breakfast,WiFi",1.2,Sydney,Australia
H00583,Silver Los Angeles House,"Los Angeles, USA","[34.040799, -118.171759]",3.0,8.0,1734,Resort,1.0,21.7,Marriott,"Airport Shuttle,WiFi,24h Front Desk,Room Service,Beach Access",4.7,Los Angeles,USA
H00584,Reed Group Lodge,"Amsterdam, Netherlands","[52.342092, 5.023186]",4.0,9.6,546,Hotel,0.4,38.9,Holiday Inn,"Concierge,Gym,Business Center,Room Service,Bar,Air Conditioning,Restaurant,Pool,Airport Shuttle,Pet Friendly,24h Front Desk,WiFi",3.1,Amsterdam,Netherlands
H00585,Grand Barcelona Hotel,"Barcelona, Spain","[41.423101, 2.153692]",5.0,9.6,55,Hotel,3.9,19.9,Novotel,"Business Center,Spa,Air Conditioning,Beach Access,Airport Shuttle,Concierge,WiFi,Bar,Conference Rooms,Breakfast,Pool,Balcony,Parking,24h Front Desk,Kitchen,Restaurant",3.0,Barcelona,Spain
H00586,Prague Silver House,"Prague, Czech Republic","[50.015552, 14.426557]",4.0,8.7,796,Hotel,4.9,26.7,Ibis,"Gym,Restaurant,Pool,Laundry,Kitchen,Breakfast,Parking,Airport Shuttle,Room Service,Air Conditioning,24h Front Desk,WiFi,Conference Rooms,Beach Access",3.8,Prague,Czech Republic
H00587,Wood Hunter and Peterson House,"Amsterdam, Netherlands","[52.330846, 4.987451]",4.0,9.4,892,Resort,1.2,26.8,Marriott,"Beach Access,WiFi,Laundry,24h Front Desk,Kitchen,Balcony,Room Service,Parking,Air Conditioning,Pool",1.3,Amsterdam,Netherlands
H00588,Los Angeles Golden Inn,"Los Angeles, USA","[34.094092, -118.206156]",4.0,9.5,818,Hotel,6.9,30.1,Best Western,"Balcony,Airport Shuttle,Room Service,Spa,Beach Access,WiFi,Parking,Pet Friendly,Pool,Concierge,Air Conditioning",4.6,Los Angeles,USA
H00589,Short-Garcia Manor,"Sydney, Australia","[-33.888846, 151.250088]",4.0,8.9,649,Hotel,1.2,20.9,Best Western,"Air Conditioning,Laundry,Bar,Business Center,Restaurant,24h Front Desk,WiFi,Concierge,Gym,Beach Access",3.3,Sydney,Australia
H00590,Reid-Poole Manor,"Vienna, Austria","[48.171265, 16.436427]",4.0,8.8,2687,Resort,0.5,36.7,Radisson,"Breakfast,Kitchen,Restaurant,Beach Access,Air Conditioning,Balcony,Parking,Bar,Laundry,24h Front Desk",1.5,Vienna,Austria
H00591,Paris Crown Suites,"Paris, France","[48.826347, 2.3889]",3.0,8.6,262,Hotel,2.2,13.0,Accor,"Business Center,Balcony,Kitchen,Pool,Concierge,Bar,Spa,Air Conditioning,Airport Shuttle,24h Front Desk",4.5,Paris,France
H00592,Hernandez Thompson and Boyd Manor,"São Paulo, Brazil","[-23.515554, -46.706824]",3.0,7.8,705,Apartment,2.5,14.2,Renaissance,"Airport Shuttle,Breakfast,Beach Access,Parking,Concierge,Bar,Gym,Pool,Business Center,WiFi",4.0,São Paulo,Brazil
H00593,Imperial Amsterdam House,"Amsterdam, Netherlands","[52.423642, 4.877886]",4.0,9.5,1641,Hotel,1.1,38.2,Marriott,"Laundry,Room Service,Business Center,Air Conditioning,Airport Shuttle,24h Front Desk,Pet Friendly,Breakfast",4.7,Amsterdam,Netherlands
H00594,Dubai Plaza Resort,"Dubai, UAE","[25.196344, 55.305616]",4.0,9.3,124,Apartment,5.8,15.2,Renaissance,"WiFi,Gym,Pet Friendly,Beach Access,Spa,Breakfast,Restaurant,Business Center,Air Conditioning,Airport Shuttle,Parking,Bar,Balcony",2.7,Dubai,UAE
H00595,Grand Barcelona Resort,"Barcelona, Spain","[41.310077, 2.156065]",2.0,8.1,47,Apartment,1.7,16.9,Courtyard,"Bar,Airport Shuttle,Kitchen,Business Center",2.3,Barcelona,Spain
H00596,Tokyo Garden Resort,"Tokyo, Japan","[35.685624, 139.574798]",2.0,7.5,1625,Hotel,8.6,20.5,Best Western,"WiFi,Restaurant,24h Front Desk,Spa",1.0,Tokyo,Japan
H00597,Dubai Silver Suites,"Dubai, UAE","[25.213559, 55.222536]",3.0,8.4,4693,Resort,0.2,29.8,Renaissance,"Bar,Balcony,Concierge,Gym,Spa,Breakfast,Laundry,24h Front Desk,Air Conditioning,Pet Friendly,Conference Rooms",2.2,Dubai,UAE
H00598,Paris Imperial Inn,"Paris, France","[48.769255, 2.365009]",2.0,8.2,4284,Hotel,0.5,15.2,Renaissance,"Beach Access,Breakfast,Room Service",2.1,Paris,France
H00599,Golden Paris Suites,"Paris, France","[48.878354, 2.336926]",4.0,8.8,2448,Resort,0.5,8.0,Ritz-Carlton,"Conference Rooms,Restaurant,Balcony,Air Conditioning,Room Service,Pet Friendly,Pool,24h Front Desk,Business Center,Airport Shuttle,Parking",3.9,Paris,France
H00600,Nelson Morton and Medina Lodge,"Dubai, UAE","[25.176733, 55.25706]",4.0,8.1,839,Hostel,8.4,15.9,Hilton,"Air Conditioning,Balcony,Laundry,Bar,Airport Shuttle,Pet Friendly,Breakfast,Conference Rooms,Kitchen,Business Center,Beach Access,Parking,Restaurant,24h Front Desk",4.2,Dubai,UAE
H00601,Rome Golden Hotel,"Rome, Italy","[41.966549, 12.506287]",5.0,9.6,571,Hotel,1.0,24.5,Radisson,"Business Center,Room Service,Laundry,Beach Access,24h Front Desk,Spa,Restaurant,Breakfast,Air Conditioning,Parking,Gym",1.4,Rome,Italy
H00602,New York Garden Inn,"New York, USA","[40.718505, -74.015512]",4.0,8.5,681,Hotel,1.2,33.0,Courtyard,"Parking,Laundry,Balcony,Pet Friendly,Business Center,Beach Access,WiFi,Air Conditioning,Conference Rooms,Breakfast,Bar,Room Service,24h Front Desk",2.3,New York,USA
H00603,Marshall-Petersen Manor,"Singapore, Singapore","[1.346525, 103.89189]",4.0,9.0,3234,Hostel,3.7,50.7,Hyatt,"WiFi,Bar,Laundry,Business Center,Conference Rooms,Airport Shuttle,Pool,Breakfast,Concierge,Restaurant",4.9,Singapore,Singapore
H00604,Silver Barcelona Resort,"Barcelona, Spain","[41.272628, 2.203837]",5.0,9.7,329,Hotel,8.0,14.3,St. Regis,"Business Center,Spa,Breakfast,Gym,Pet Friendly,WiFi,Conference Rooms,Kitchen,Bar,24h Front Desk,Air Conditioning,Restaurant,Concierge,Parking,Room Service,Balcony",1.4,Barcelona,Spain
H00605,Adams Christian and Rivas House,"Barcelona, Spain","[41.365101, 2.121893]",4.0,8.7,4131,Villa,0.5,11.7,Novotel,"WiFi,Parking,Breakfast,Pet Friendly,24h Front Desk,Room Service,Concierge,Kitchen,Airport Shuttle,Beach Access,Business Center,Conference Rooms",3.4,Barcelona,Spain
H00606,Amsterdam Palace Suites,"Amsterdam, Netherlands","[52.258702, 4.909243]",2.0,7.7,11,Hotel,7.2,10.2,Ibis,"Business Center,Room Service,Air Conditioning,Beach Access,Laundry,Pet Friendly,Concierge,Balcony",3.5,Amsterdam,Netherlands
H00607,Imperial Rome Lodge,"Rome, Italy","[41.905913, 12.455777]",2.0,7.2,118,Hotel,9.5,16.5,Radisson,"Laundry,Beach Access,Kitchen",3.5,Rome,Italy
H00608,Silver Vienna Hotel,"Vienna, Austria","[48.208514, 16.363536]",3.0,9.0,192,Hotel,4.4,18.3,W Hotels,"WiFi,Air Conditioning,Pet Friendly,Airport Shuttle,Business Center,Room Service,Laundry,Balcony,Concierge,Conference Rooms",1.8,Vienna,Austria
H00609,Paris Royal Inn,"Paris, France","[48.890785, 2.349538]",3.0,7.9,641,Hotel,6.9,23.2,W Hotels,"Restaurant,Beach Access,Airport Shuttle,24h Front Desk,Balcony,Spa,Room Service,Pool",3.0,Paris,France
H00610,Park Los Angeles Inn,"Los Angeles, USA","[34.084995, -118.28226]",5.0,9.1,391,Hotel,0.8,32.9,Westin,"Parking,Gym,Bar,Spa,Kitchen,WiFi,Concierge,Pet Friendly,Beach Access,Business Center,Laundry,Breakfast",4.2,Los Angeles,USA
H00611,Amsterdam Park Suites,"Amsterdam, Netherlands","[52.237383, 4.877827]",5.0,9.7,284,Hotel,7.3,11.5,Hyatt,"Parking,Balcony,Gym,Laundry,Pool,Bar,Conference Rooms,WiFi,Kitchen,Breakfast,Room Service,Beach Access,Pet Friendly",4.7,Amsterdam,Netherlands
H00612,Ramirez Group Resort,"Singapore, Singapore","[1.440508, 103.835798]",2.0,6.9,573,Resort,3.6,20.2,Independent,"Room Service,Restaurant,Beach Access,Parking,Concierge",3.6,Singapore,Singapore
H00613,Mumbai Park Lodge,"Mumbai, India","[19.068281, 72.834654]",3.0,7.4,1308,Hotel,1.1,27.9,Renaissance,"Parking,Breakfast,Room Service,Balcony,Laundry,Restaurant,Spa,WiFi",3.7,Mumbai,India
H00614,Royal Bangkok Inn,"Bangkok, Thailand","[13.768771, 100.577572]",2.0,7.8,88,Hotel,4.2,22.1,Accor,"Airport Shuttle,Breakfast,Air Conditioning,Laundry,Balcony,Parking",2.9,Bangkok,Thailand
H00615,Dubai Imperial Inn,"Dubai, UAE","[25.235784, 55.164258]",4.0,9.8,3747,Hotel,1.5,26.3,St. Regis,"Parking,24h Front Desk,Bar,Concierge,Business Center,Gym,Beach Access,Pet Friendly,Room Service,Air Conditioning,Breakfast,Laundry,Pool,Spa",2.2,Dubai,UAE
H00616,Royal Vienna Lodge,"Vienna, Austria","[48.229617, 16.353249]",3.0,8.9,972,Resort,0.2,23.6,Holiday Inn,"Gym,Room Service,Air Conditioning,Concierge,Spa,Bar",2.7,Vienna,Austria
H00617,Christensen PLC Suites,"Sydney, Australia","[-33.789736, 151.188967]",4.0,9.5,47,Hotel,2.3,20.2,Hilton,"Laundry,Bar,Conference Rooms,Room Service,Pool,Business Center,WiFi,Air Conditioning,Airport Shuttle,Pet Friendly,Beach Access,Balcony,Breakfast",2.7,Sydney,Australia
H00618,London Grand Lodge,"London, UK","[51.549489, -0.139155]",4.0,9.1,3165,Villa,1.3,33.6,InterContinental,"Conference Rooms,Spa,Restaurant,Airport Shuttle,Laundry,Business Center,Air Conditioning,Pool,24h Front Desk,Beach Access,Breakfast,Concierge,Gym,Parking,Balcony",3.5,London,UK
